Informe de palabras clave de búsqueda
1 de septiembre de 2026 - 21 de septiembre de 2026
Semana,Estado de las palabras clave,Palabra clave,Tipo de concordancia,Estado,Motivos del estado,Conversiones,Código de moneda,Coste/conv.,Coste,Impr.,Clics,CTR,CPC medio,Cuota impr. perd. de búsq. (ranking),Cuota impr. perdidas de parte sup. abs. de búsqueda (ranking),Tasa de conv.,Coste/todas las conversiones,Nivel de calidad,Duración media de la interacción por sesión (segundos) (GA4),Cuota de impr. de búsqueda,Relevancia del anuncio,Relevancia del anuncio (historial),Experiencia en la página de destino,Experiencia en la página de destino (historial)
2026-08-31,En pausa,"""videos de induccion""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Media, --,Por debajo de la media
2026-09-07,En pausa,"""videos de induccion""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Media, --,Por debajo de la media
2026-09-14,En pausa,"""videos de induccion""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""videos de induccion""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""videos para publicidad""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,"""videos para publicidad""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,"""videos para publicidad""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,"""videos para publicidad""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,"""realizacion de proyectos audiovisuales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""realizacion de proyectos audiovisuales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""realizacion de proyectos audiovisuales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""realizacion de proyectos audiovisuales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""videos empresariales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-07,En pausa,"""videos empresariales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-14,En pausa,"""videos empresariales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-21,En pausa,"""videos empresariales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""produccion audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,"""produccion audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,"""produccion audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,"""produccion audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","4,02",6,1,"16,67%","4,02","0,00%","22,22%","0,00%",0, --,"0,00","33,33%", --, --, --, --
2026-09-07,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,Habilitado,"""videos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""video promocional empresa""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,productora de audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""publicidad en video""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,"""videos profesionales para empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"0,00%",> 90%,"0,00%",0,5,0,"100,00%",Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""videos institucionales para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""videos corporativos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"0,00%","0,00%","0,00%",0, --,0,"33,33%", --,Por encima de la media, --,Por debajo de la media
2026-09-07,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-14,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-21,Habilitado,"""videos corporativos empresas""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-07,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-14,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,En pausa,"""video corporativo precio""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,[spots publicitarios],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,"""videos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-07,En pausa,"""videos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-14,En pausa,"""videos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-21,En pausa,"""videos para empresas""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,"""videos institucionales""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"21,05%","31,58%","0,00%",0,3,"0,00","15,79%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,"""videos institucionales""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,"50,00%","83,33%","0,00%",0,3,0,"50,00%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,"""videos institucionales""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",9,0,"0,00%",0,"22,22%","77,78%","0,00%",0,3,0,"77,78%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,"""videos institucionales""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","1,91",3,1,"33,33%","1,91","33,33%",> 90%,"0,00%",0,3,"22,00","66,67%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,[productora de audiovisuales],Concordancia exacta,Apto,,"0,00",PEN,"0,00","4,44",25,2,"8,00%","2,22","15,22%","30,43%","0,00%",0,5,"1,00","41,30%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,[productora de audiovisuales],Concordancia exacta,Apto,,"1,00",PEN,"8,15","8,15",39,2,"5,13%","4,08","43,75%","89,36%","50,00%","8,15",5,"26,00","56,25%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,[productora de audiovisuales],Concordancia exacta,Apto,,"0,00",PEN,"0,00","6,01",52,3,"5,77%","2,00","34,69%","87,76%","0,00%",0,5,"14,00","65,31%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,[productora de audiovisuales],Concordancia exacta,Apto,,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"60,00%",> 90%,"0,00%",0,5,0,"40,00%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,video publicitario,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,video publicitario,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,video publicitario,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,video publicitario,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,cotizacion video institucional,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",11,0,"0,00%",0,"28,29%","33,17%","0,00%",0, --,0,< 10%, --, --, --, --
2026-09-07,Habilitado,cotizacion video institucional,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%, --, --, --, --
2026-09-14,Habilitado,cotizacion video institucional,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,Habilitado,cotizacion video institucional,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,videos profesionales para empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,videos profesionales para empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,videos profesionales para empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,videos profesionales para empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --,Por debajo de la media,Por debajo de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,videos corporativos empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-07,En pausa,videos corporativos empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-14,En pausa,videos corporativos empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --,Por encima de la media, --,Por debajo de la media
2026-09-21,En pausa,videos corporativos empresas,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,Habilitado,videos empresas,Concordancia amplia,Apto,,"0,00",PEN,"0,00","3,00",2,1,"50,00%","3,00","27,27%","31,82%","0,00%",0, --,"2,00",< 10%, --, --, --, --
2026-09-07,Habilitado,videos empresas,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%, --, --, --, --
2026-09-14,Habilitado,videos empresas,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-09-21,Habilitado,videos empresas,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --, --, --, --, --
2026-08-31,En pausa,videos para publicidad,Concordancia amplia,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,videos para publicidad,Concordancia amplia,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,videos para publicidad,Concordancia amplia,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,videos para publicidad,Concordancia amplia,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,2,0, --,Media,Media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,productoras audiovisuales,Concordancia amplia,Apto,,"2,00",PEN,"12,98","25,95",79,7,"8,86%","3,71","30,94%","38,71%","28,57%","8,65",7,"24,14","11,14%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,productoras audiovisuales,Concordancia amplia,Apto,,"1,00",PEN,"18,97","18,97",73,8,"10,96%","2,37","63,48%","76,97%","12,50%","18,97",7,"21,50","16,29%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,productoras audiovisuales,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",13,0,"0,00%",0,"81,40%",> 90%,"0,00%",0,7,0,"18,60%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,productoras audiovisuales,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,81",2,1,"50,00%","0,81","86,67%",> 90%,"0,00%",0,7,"0,00","13,33%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"2,00",PEN,"8,84","17,68",33,5,"15,15%","3,54","16,67%","32,50%","40,00%","5,89",5,"17,00","25,00%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","2,54",20,1,"5,00%","2,54","40,00%","75,00%","0,00%",0,5,"0,00","60,00%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,"80,95%",> 90%,"0,00%",0,5,"17,00","19,05%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0,5,0,< 10%,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --,Media, --,Por debajo de la media, --
2026-09-07,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --,Media, --,Por debajo de la media, --
2026-09-14,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --,Media, --,Por debajo de la media, --
2026-09-21,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --,Media, --,Por debajo de la media, --
2026-08-31,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"9,00",PEN,"26,10","234,89",862,76,"8,82%","3,09","37,77%","48,22%","11,84%","10,21",3,"20,87","15,58%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"3,00",PEN,"58,22","174,65",764,72,"9,42%","2,43","67,69%","82,88%","4,17%","19,41",3,"18,52","22,80%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","29,02",174,12,"6,90%","2,42","80,16%",> 90%,"0,00%",0,3,"15,47","19,84%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",6,0,"0,00%",0,"89,36%",> 90%,"0,00%",0,3,0,"10,64%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","7,23",45,4,"8,89%","1,81","38,93%","50,76%","0,00%","3,62",5,"26,25","16,03%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","2,23",45,1,"2,22%","2,23","78,33%",> 90%,"0,00%",0,5,"2,00","17,22%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,> 90%,> 90%,"0,00%",0,5,0,< 10%,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",4,0,"0,00%",0,"90,00%",> 90%,"0,00%",0,5,0,"10,00%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-14,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-21,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --,Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-08-31,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"4,00",PEN,"15,36","61,44",267,18,"6,74%","3,41","27,47%","34,61%","22,22%","15,36",5,"13,52","11,93%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
2026-09-07,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"4,00",PEN,"64,06","256,23",1.490,105,"7,05%","2,44","71,70%","87,27%","3,81%","15,07",5,"21,21","23,47%",Por encima de la media,Por encima de la media,Por debajo de la media,Por debajo de la media
