Informe de palabras clave de búsqueda
1 de junio de 2026 - 20 de septiembre de 2026
Semana,Estado de las palabras clave,Palabra clave,Tipo de concordancia,Estado,Motivos del estado,Conversiones,Código de moneda,Coste/conv.,Coste,Impr.,Clics,CTR,CPC medio,Cuota impr. perd. de búsq. (ranking),Cuota impr. perdidas de parte sup. abs. de búsqueda (ranking),Tasa de conv.,Coste/todas las conversiones,Nivel de calidad,Duración media de la interacción por sesión (segundos) (GA4),Cuota de impr. de búsqueda
2026-09-14,En pausa,"""empresa de videos""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,[videos corporativos animados],Concordancia exacta,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","43,62",61,6,"9,84%","7,27","23,08%","52,31%","0,00%",0,3,"42,67","60,00%"
2026-06-08,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","19,04",28,3,"10,71%","6,35","25,00%","43,48%","0,00%",0,3,"4,00","40,91%"
2026-06-15,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","9,04",32,2,"6,25%","4,52","28,00%","56,00%","0,00%",0,3,"6,00","50,00%"
2026-06-22,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","20,28",35,3,"8,57%","6,76","36,67%","55,00%","0,00%",0,3,"273,33","38,33%"
2026-06-29,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","31,86",28,2,"7,14%","15,93","40,48%","85,71%","0,00%",0,3,"106,00","59,52%"
2026-07-06,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","41,28",24,3,"12,50%","13,76","35,29%","79,41%","0,00%",0,3,"9,00","58,82%"
2026-07-13,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","14,93",35,2,"5,71%","7,47","7,14%","32,14%","0,00%",0,3,"5,50","75,00%"
2026-07-20,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-27,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-03,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-10,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-17,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-24,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-31,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-09-07,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-09-14,En pausa,"""video corporativo""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-01,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""videos promocionales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"53,85%","69,23%","0,00%",0, --,0,"15,38%"
2026-06-08,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"50,00%","75,00%","0,00%",0, --,0,"25,00%"
2026-06-15,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",10,0,"0,00%",0,"27,27%","72,73%","0,00%",0, --,0,"63,64%"
2026-06-22,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","4,20",1,1,"100,00%","4,20","55,56%","55,56%","0,00%",0, --,"0,00","11,11%"
2026-06-29,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"50,00%","83,33%","0,00%",0, --,0,"50,00%"
2026-07-06,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"50,00%","66,67%","0,00%",0, --,0,"33,33%"
2026-07-13,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0,"33,33%","33,33%","0,00%",0, --,0,< 10%
2026-07-20,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""videos testimoniales""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,"""videos publicitarios cortos""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-06-08,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-06-15,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0,"66,67%","66,67%","0,00%",0,1,0,< 10%
2026-06-22,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-06-29,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"33,33%",> 90%,"0,00%",0,1,0,"66,67%"
2026-07-06,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"66,67%","66,67%","0,00%",0,1,0,"33,33%"
2026-07-13,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"0,00%","0,00%","0,00%",0,1,0,"100,00%"
2026-07-20,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-07-27,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-08-03,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-08-10,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-08-17,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-08-24,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-08-31,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-09-07,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-09-14,En pausa,"""spot audiovisual""",Concordancia de frase,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,1,0, --
2026-06-01,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"5,00",PEN,"11,10","55,49",109,16,"14,68%","3,47","0,53%","11,14%","31,25%","11,10", --,"11,79","28,76%"
2026-08-03,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"21,00",PEN,"8,78","184,45",557,56,"10,05%","3,29","25,27%","38,13%","37,50%","8,38", --,"38,35","23,49%"
2026-08-10,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"18,00",PEN,"8,58","154,41",546,64,"11,72%","2,41","42,46%","54,62%","28,13%","8,58", --,"19,62","19,33%"
2026-08-17,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"2,00",PEN,"10,37","20,74",153,7,"4,58%","2,96","70,84%","89,37%","28,57%","10,37", --,"5,86","25,70%"
2026-08-24,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"3,00",PEN,"24,10","72,29",206,18,"8,74%","4,02","33,86%","46,04%","16,67%","24,10", --,"14,05","18,20%"
2026-08-31,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","9,24",45,3,"6,67%","3,08","45,45%","57,73%","0,00%",0, --,"4,67","16,36%"
2026-09-07,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"0,00",PEN,"0,00","57,53",292,24,"8,22%","2,40","73,68%","87,15%","0,00%","57,53", --,"16,00","18,20%"
2026-09-14,Habilitado,creacion de videos publicitarios,Concordancia amplia,Apto,,"1,00",PEN,"12,73","12,73",66,6,"9,09%","2,12","87,10%",> 90%,"16,67%","12,73", --,"15,40","12,90%"
2026-06-01,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,[spot publicitario],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","6,36",12,1,"8,33%","6,36","30,00%","65,00%","0,00%",0,5,"6,00","50,00%"
2026-06-08,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",11,0,"0,00%",0,"25,00%","68,75%","0,00%",0,5,0,"50,00%"
2026-06-15,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","21,04",18,3,"16,67%","7,01","40,00%","80,00%","0,00%",0,5,"2,00","48,00%"
2026-06-22,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",18,0,"0,00%",0,"28,57%","52,38%","0,00%",0,5,0,"57,14%"
2026-06-29,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",11,0,"0,00%",0,"60,87%",> 90%,"0,00%",0,5,0,"39,13%"
2026-07-06,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","6,24",10,1,"10,00%","6,24","45,00%","65,00%","0,00%",0,5,"24,00","35,00%"
2026-07-13,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","4,46",3,1,"33,33%","4,46","36,36%","45,45%","0,00%",0,5,"8,00","27,27%"
2026-07-20,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-27,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-03,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-10,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-17,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-24,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-31,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-07,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-14,En pausa,"""videos publicitarios""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-01,En pausa,"""productora de comerciales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",8,0,"0,00%",0,"22,22%","44,44%","0,00%",0, --,0,"55,56%"
2026-06-08,En pausa,"""productora de comerciales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%
2026-06-15,En pausa,"""productora de comerciales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,En pausa,"""productora de comerciales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","18,93",20,2,"10,00%","9,47","18,18%","45,45%","0,00%",0, --,"21,00","59,09%"
2026-06-29,En pausa,"""productora de comerciales""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","5,40",12,3,"25,00%","1,80","16,67%","50,00%","0,00%",0, --,"19,67","83,33%"
